9873	Spanish	2001	Amor, curiosidad, prozak y dudas
9874	Italian	2009	Amore 14
9875	Italian	1999	Amore a prima vista
9876	German	1969	Amore e rabbia
9877	Italian	1983	Amore tossico
9878	Italian	2008	Amore, bugie e calcetto
9879	English	1978	Amore, piombo e furore
9880	Portuguese	2001	Amores Possíveis
9881	Spanish	2000	Amores perros
9882	Spanish	2008	Amorosa Soledad
9883	Norwegian	2011	Amors baller
9884	Spanish	1993	Amos & Andrew
9885	French	1997	Amour & confusions
9886	English	2012	Amour
9887	English	2010	Amphibious 3D
9888	Arabic	2009	Amreeka
9889	English	1988	Amsterdamned
9890	Punjabi	2005	Amu
9891	English	2008	Amusement
9892	American Sign Language	1981	Amy
9893	English	1998	Amy
9894	\N	1896	Amy Muller
9895	English	2001	Amy's Orgasm
9896	French	2008	Amália
9897	Portuguese	2001	Amélia
9898	Creole	2010	América
9899	English	1941	An Ache in Every Stake
9900	English	1948	An Act of Murder
9901	Italian	1957	An Affair to Remember
9902	English	1978	An Afternoon at Saint Hill
9903	English	1997	An Alan Smithee Film: Burn Hollywood Burn
9904	English	1955	An Alligator Named Daisy
9905	English	1979	An Almost Perfect Affair
9906	English	1997	An American Affair
9907	English	2009	An American Affair
9908	English	2008	An American Carol
9909	English	2007	An American Crime
9910	English	1966	An American Dream
9911	English	2005	An American Haunting
9912	\N	2003	An American Reunion
9913	Hungarian	2001	An American Rhapsody
9914	English	1944	An American Romance
9915	English	1991	An American Summer
9916	English	1986	An American Tail
9917	English	1991	An American Tail: Fievel Goes West
9918	English	1931	An American Tragedy
9919	English	1997	An American Vampire Story
9920	English	1981	An American Werewolf in London
9921	French	1997	An American Werewolf in Paris
9922	German	1951	An American in Paris
9923	English	2007	An Angel Named Billy
9924	Spanish	1990	An Angel at My Table
9925	English	1940	An Angel from Texas
9926	English	1995	An Awfully Big Adventure
9927	English	1920	An Eastern Westerner
9928	French	2009	An Education
9929	English	1950	An Egg Scramble
9930	English	1978	An Enemy of the People
9931	English	2009	An Englishman in New York
9932	Hindi	1967	An Evening in Paris
9933	English	1970	An Evening of Edgar Allan Poe
9934	English	2000	An Everlasting Piece
9935	English	1982	An Exercise in Discipline - Peel
9936	English	1903	An Extraordinary Cab Accident
9937	English	1981	An Eye for an Eye
9938	English	1947	An Ideal Husband
9939	English	1999	An Ideal Husband
9940	English	2000	An Ideal Husband
9941	English	2012	An Inconsistent Truth
9942	English	2006	An Inconvenient Truth
9943	English	2002	An Injury to One
9944	English	1989	An Innocent Man
9945	English	2003	An Insomniac's Nightmare
9946	English	1954	An Inspector Calls
9947	\N	1904	An Interesting Story
9948	English	2000	An Intimate Friendship
9949	English	2010	An Invisible Sign
9950	English	1999	An Invited Guest
9951	English	1943	An Itch in Time
9952	English	1996	An Occasional Hell
9953	Filipino	1982	An Officer and a Gentleman
9954	English	1937	An Optical Poem
9955	English	2003	An Ordinary Killer
9956	English	2005	An Unfinished Life
9957	English	1978	An Unmarried Woman
9958	English	2006	An Unreasonable Man
9959	English	1912	An Unseen Enemy
9960	Arabic	2006	An el ashq wel hawa
9961	English	2010	An fei ta ming
9962	Mandarin	1992	An lian tao hua yuan
9963	Spanish	1973	Ana y los lobos
9964	Spanish	2003	Ana y los otros
9965	English	2001	Anacardium
9966	English	1997	Anaconda
9967	Indonesian	2004	Anacondas: The Hunt for the Blood Orchid
9968	Turkish	2011	Anadolu kartallari
9969	Turkish	2010	Anadolu'nun kayip sarkilari
9970	Telugu	2011	Anaganaga O Dheerudu
9971	Telugu	1997	Anaganaga Oka Roju
9972	Tagalog	2000	Anak
9973	Korean	2000	Anakiseuteu Anarchists
9974	English	2002	Analyze That
9975	English	1999	Analyze This
9976	Hindi	1973	Anamika
9977	Hindi	2008	Anamika: The Untold Story
9978	English	2007	Anamorph
9979	Hindi	1971	Anand
9980	Telugu	2004	Anand
9981	Malayalam	2005	Anandabhadram
9982	Greek	1970	Anaparastasi
9983	Lithuanian	2010	Anarchija Zirmunuose
9984	English	1998	Anarchy TV
9985	Hindi	1959	Anari
9986	Hindi	1993	Anari
9987	Hindi	1999	Anari No. 1
9988	French	1956	Anastasia
9989	French	1997	Anastasia
9990	English	1953	Anatahan
9991	Latin	2000	Anatomie
9992	English	2003	Anatomie 2
9994	English	1959	Anatomy of a Murder
9995	English	1961	Anatomy of a Psycho
9996	Turkish	1987	Anayurt Oteli
9997	Japanese	2000	Anaza hevun
9998	English	2002	Anazapta
9999	Tamil	2003	Anbe Sivam
10000	Italian	1973	Anche gli angeli mangiano fagioli
10001	Italian	2006	Anche libero va bene
10002	Italian	1968	Anche nel west c'era una volta Dio
10003	Italian	2011	Anche se è amore non si vede
10004	English	1993	Anchoress
10005	Spanish	2004	Anchorman: The Legend of Ron Burgundy
10006	Spanish	1945	Anchors Aweigh
10007	English	1999	Ancient Evil: Scream of the Mummy
10008	English	2003	Ancient Warriors
10009	English	2010	And Everything Is Going Fine
10010	English	1988	And God Created Woman
10011	English	1944	And Now Tomorrow
10012	English	1971	And Now for Something Completely Different
10013	Italian	2002	And Now... Ladies and Gentlemen...
10014	English	1940	And One Was Beautiful
10015	French	1970	And Soon the Darkness
10016	English	2010	And Soon the Darkness
10017	English	2009	And Then Came Lola
10018	English	2007	And Then Came Love
10019	English	2000	And Then Came Summer
10020	English	1945	And Then There Were None
10021	English	2007	And When Did You Last See Your Father?
10022	English	1991	And You Thought Your Parents Were Weird
10023	Italian	1971	Anda muchacho, spara!
10024	Hindi	2003	Andaaz
10025	Hindi	2005	Andarivaadu
10026	English	1975	Andasen dôwa ningyo-hime
10027	Hindi	1949	Andaz
10028	Hindi	1994	Andaz
10029	Hindi	1994	Andaz Apna Apna
10030	Czech	2000	Andel Exit
10031	Slovak	1955	Andel na horách
10032	Czech	2005	Andel páne
10033	Spanish	2009	Ander
10034	\N	1919	Anders als die Andern
10035	German	1957	Anders als du und ich
10036	Latin	2006	Andersen. Zhizn bez lyubvi
10037	Hindi	1983	Andhaa Kanoon
10038	Telugu	2004	Andhrawala
10039	German	2003	Andi Ommsen ist der letzte Lude
10040	Japanese	1998	Andoromedia
10041	English	1994	Andre
10042	English	2007	Andre: Heart of the Giant
10043	Spanish	2005	Andrea
10044	Swedish	2004	Andreaskorset
10045	English	2006	Andrew Jenks, Room 335
10046	Tatar	1966	Andrey Rublyov
10047	English	1952	Androcles and the Lion
10048	English	1982	Android
10049	English	2012	Android Insurrection
10050	English	1999	Andromina: The Pleasure Planet
10051	Dutch	1999	André Hazes, zij gelooft in mij
10052	English	1958	Andy Hardy Comes Home
10053	English	1939	Andy Hardy Gets Spring Fever
10054	English	1940	Andy Hardy Meets Debutante
10055	English	1944	Andy Hardy's Blonde Trouble
10056	English	1940	Andy Hardy's Dilemma: A Lesson in Mathematics... and Other Things
10057	English	1942	Andy Hardy's Double Life
10058	English	1941	Andy Hardy's Private Secretary
10059	Korean	2006	Ane-eui aein-eul mannada
10060	Korean	2004	Aneun yeoja
10061	Japanese	2007	Anfea: The Movie
10062	Tagalog	2011	Ang babae sa septic tank
10063	Filipino	2008	Ang lihim ni Antonio
10064	English	2005	Ang pagdadalaga ni Maximo Oliveros
10065	Hindi	1992	Angaar
10066	Hindi	1998	Angaaray
10067	Tamil	2010	Angadi Theru
10068	French	1937	Angel
10069	English	1982	Angel
10070	English	1984	Angel
10071	English	1994	Angel 4: Undercover
10072	English	1961	Angel Baby
10073		1995	Angel Baby
10074	English	2002	Angel Blade
10075	English	2011	Angel Dog
10076	English	2001	Angel Eyes
10077	Japanese	1952	Angel Face
10078	French	1987	Angel Heart
10079	English	1988	Angel III: The Final Chapter
10080	English	1990	Angel Town
10081	English	1970	Angel Unchained
10082	English	1947	Angel and the Badman
10083	English	1969	Angel in My Pocket
10084	English	1999	Angel in Training
10085	English	1994	Angel of Destruction
10086	English	1992	Angel of Fury
10087	English	1983	Angel of H.E.A.T.
10088	English	1946	Angel on My Shoulder
10089	English	1999	Angel's Dance
10090	English	1969	Angel, Angel, Down We Go
10091	Spanish	2005	Angel-A
10092	English	1993	Angela & Viril
10093	English	1995	Angela
10094	English	1999	Angela's Ashes
10095	English	1993	Angelfist
10096	Spanish	1948	Angelitos negros
10097	English	1983	Angelo My Love
10098	\N	1996	Angelo, Fredo et Romeo
10099	Greek	1982	Angelos
10100	English	2008	Angels & Airwaves: Start the Machine
10101	Chinese	2009	Angels & Demons
10102	English	1990	Angels Are Wired
10103	English	2011	Angels Crest
10104	English	2002	Angels Don't Sleep Here
10105	English	1971	Angels Hard as They Come
10106	English	1952	Angels One Five
10107	English	1940	Angels Over Broadway
10108	English	1995	Angels and Insects
10109	English	1949	Angels in Disguise
10110	English	2001	Angels in the Attic
10111	English	2007	Angels in the Dust
10112	English	1951	Angels in the Outfield
10113	English	1994	Angels in the Outfield
10114	English	1938	Angels with Dirty Faces
10115	English	1948	Angels' Alley
10116	English	1979	Angels' Brigade
10117	English	1972	Angels' Wild Women
10118	Polish	2000	Angelus
10119	English	2003	Anger Management
10120	English	2004	Anger Sees Red
10121	Hungarian	1979	Angi Vera
10122	English	1994	Angie
10123	Spanish	2011	Angle mort
10124	English	2005	Angli: The Movie
10125	Hindi	1982	Angoor
10126	English	1929	Angora Love
10127	English	2000	Angst
10128	Arabic	1974	Angst essen Seele auf
10129	English	1995	Angus
10130	English	2008	Angus, Thongs and Perfect Snogging
10131	English	1987	Angustia
10132	Hungarian	1984	Angyali üdvözlet
10133	French	1934	Angèle
10134	French	2010	Angèle et Tony
10135	French	1965	Angélique et le roy
10136	French	1968	Angélique et le sultan
10137	French	1964	Angélique, marquise des anges
10138	Japanese	1953	Ani imôto
10139	\N	2010	AniMen: Triton Force
10140	Portuguese	1942	Aniki Bóbó
10141	None	1992	Anima Mundi
10142	Italian	1977	Anima persa
10143		2005	Animal
10144	French	2008	Animal 2
10145	English	1989	Animal Behavior
10146	English	1930	Animal Crackers
10147	English	2000	Animal Factory
10148	English	1954	Animal Farm
10149	Italian	1978	Animal House
10150	English	1996	Animal Instincts III
10151	English	2010	Animal Kingdom
10152	English	1995	Animal Room
10153	English	1974	Animals Are Beautiful People
10154	English	1998	Animals with the Tollkeeper
10155	English	1980	Animalympics
10156	\N	2010	Animowana historia Polski
10157	Polish	2002	Aniol w Krakowie
10158	Mandarin	2009	Anita
10159	Swedish	1973	Anita - ur en tonårsflickas dagbok
10160	English	2007	Anita O'Day: The Life of a Jazz Singer
10161	Punjabi	2002	Anita and Me
10162	Catalan	2001	Anita no perd el tren
10163	Danish	2001	Anja & Viktor
10164	Danish	2008	Anja & Viktor - I medgang og modgang
10165	Danish	2007	Anja og Viktor - brændende kærlighed
10166	Hindi	1994	Anjaam
10167	Hindi	2010	Anjaana Anjaani
10168	Telugu	1990	Anjali
10169	Tamil	2008	Anjathe
10170	Hindi	2004	Anji
10171	Portuguese	2006	Anjos do Sol
10172	Portuguese	1970	Anjos e Demônios
10173	English	2006	Ankahee
10174	Turkish	1971	Ankara ekspresi
10175	Hindi	1968	Ankhen
10176	Hindi	1978	Ankhiyon Ke Jharokhon Se
10177	Danish	2005	Anklaget
10178	Japanese	1958	Ankokugai no bijo
10179	Russian	1993	Ankor, eshchyo ankor!
10180	Hindi	1974	Ankur (The Seedling)
10181	Hindi	1986	Ankush
10182	Turkish	2005	Anlat Istanbul
10183	German	2002	Anleitung zur sexuellen Unzufriedenheit
10184	Japanese	1938	Anma to onna
10185	English	1933	Ann Vickers
10186	Dutch	1984	Anna & Bella
10187	Italian	1951	Anna
10188	English	1987	Anna
10189	German	1988	Anna
10190	\N	1920	Anna Boleyn
10191	English	1930	Anna Christie
10192	German	1931	Anna Christie
10193	English	1935	Anna Karenina
10194	Italian	1948	Anna Karenina
10195	Russian	1967	Anna Karenina
10196	English	1997	Anna Karenina
10197	English	2012	Anna Karenina
10198	English	1958	Anna Lucasta
10199	French	2007	Anna M.
10200	English	2007	Anna Nicole
10201	Russian	1983	Anna Pavlova
10202	French	1999	Anna and the King
10203	English	1946	Anna and the King of Siam
10204	English	1983	Anna to the Infinite Power
10205	Italian	1973	Anna, quel particolare piacere
10206	Russian	1994	Anna: Ot shesti do vosemnadtsati
10207	English	1938	Annabel Takes a Tour
10208	\N	1894	Annabelle Butterfly Dance
10209	\N	1895	Annabelle Serpentine Dance
10210	Tamil	1992	Annamalai
10211	Telugu	1997	Annamayya
10212	Malayalam	2008	Annan Thambi
10213	English	2006	Annapolis
10214	Telugu	2006	Annavaram
10215	English	2003	Anne B. Real
10216	English	1995	Anne Frank Remembered
10217	English	1999	Anne Frank's Diary
10218	French	1986	Anne Trister
10219	English	1934	Anne of Green Gables
10220	English	1951	Anne of the Indies
10221	English	1969	Anne of the Thousand Days
10222	Italian	1992	Anni 90
10223	Italian	1993	Anni 90 - Parte II
10224	Italian	1959	Annibale
10225	English	1982	Annie
10226	English	1950	Annie Get Your Gun
10227	German	1977	Annie Hall
10228	English	1927	Annie Laurie
10229	\N	1894	Annie Oakley
10230	Sioux	1935	Annie Oakley
10231	English	1949	Annie Was a Wonder
10232	English	1997	Annie's Garden
10233	Hindi	2005	Anniyan
10234	Italian	1984	Anno 2020 - I gladiatori del futuro
10235	English	1977	Anno zero - guerra nello spazio
10236	Korean	2004	Annyeong UFO
10237	Korean	2005	Annyeong, hyeonga
10238	Japanese	1991	Ano natsu, ichiban shizukana umi
10239	Spanish	1992	Anoche soñé contigo
10240	Italian	1970	Anonimo veneziano
10241	Georgian	2008	Anonyma - Eine Frau in Berlin
10242	English	1990	Another 48 Hrs.
10243	English	1984	Another Country
10244	English	1937	Another Dawn
10245	English	1998	Another Day in Paradise
10246	English	1966	Another Day, Another Man
10247	English	2011	Another Earth
10248	English	1930	Another Fine Mess
10249	English	1995	Another Froggy Evening
10250	English	2006	Another Gay Movie
10251	Spanish	2008	Another Gay Sequel: Gays Gone Wild!
10252	English	2011	Another Happy Day
10253	\N	1988	Another Kind of Love
10254	English	1933	Another Language
10255	English	2001	Another Life
10256	English	1951	Another Man's Poison
10257	English	1948	Another Part of the Forest
10258	English	2007	Another Perfect Stranger
10259	English	1993	Another Stakeout
10260	English	1984	Another State of Mind
10261	English	1939	Another Thin Man
10262	English	1958	Another Time, Another Place
10263	Italian	1983	Another Time, Another Place
10264	English	1988	Another Woman
10265	English	2010	Another Year
10266	English	1991	Another You
10267	Italian	2006	Anplagghed al cinema
10268	Japanese	1998	Anrakkî monkî
10269	Japanese	1964	Ansatsu
10270	Swedish	1976	Ansikte mot ansikte
10271	Swedish	1958	Ansiktet
10272	English	2011	Answer This!
10273	English	2011	Answers to Nothing
10274	Bengali	2009	Antaheen
10275	English	1991	Antarctica
10276	German	2008	Antarctica
10277	Hindi	2010	Antardwand
10278	English	2004	Antares
10279	English	2005	Antarmahal: Views of the Inner Chamber
10280	Japanese	2004	Antena
10281	Danish	1999	Antenneforeningen
10282	Portuguese	2009	Antes Que o Mundo Acabe
10283	English	2011	Antfarm Dickhole
10284	Italian	1964	Anthar l'invincibile
10285	Italian	1936	Anthony Adverse
10286	Hindi	2006	Anthony Kaun Hai?
10287	English	2005	Anthony Zimmer
10288	\N	2001	Anthrax
10289	German	1999	Anthropophagous 2000
10290	English	1996	Anti-Christ Superstar
10291	English	2009	Antichrist
10292	English	1958	Anticipation of the Night
10293	Russian	2007	Antidur
10294	Greek	1961	Antigoni
10295	Spanish	2001	Antigua vida mía
10296	Latin	2003	Antikiller 2: Antiterror
10297	English	2009	Antikiller D.K.
10298	German	2005	Antikörper
10299	French	2000	Antilles sur Seine
10300	English	2001	Antitrust
10301	English	2012	Antiviral
10302	French	1947	Antoine et Antoinette
10303	French	1962	Antoine et Colette
10304	Spanish	2010	Anton Chekhov's The Duel
10305	Czech	1932	Anton Spelec, ostrostrelec
10306	Dutch	1995	Antonia
10307	Spanish	1982	Antonieta
10308	Spanish	1985	Antonio Gaudí
10309	English	1972	Antony and Cleopatra
10310	German	1980	Antropophagus
10311	English	1936	Ants in the Pantry
10312	Japanese	2002	Antwone Fisher
10313	Polish	2003	Antychryst
10314	English	1998	Antz
10315	Spanish	1995	Antártida
10316	Portuguese	2006	Antônia - O Filme
10317	Dutch	2008	Anubis: Het pad der 7 zonden
10318	Telugu	2012	Anukokunda
10319	Telugu	2005	Anukokunda Oka Roju
10320	Hindi	1966	Anupama
10321	Hindi	2006	Anuranan
10322	English	2003	Anus Magillicutty
10323	\N	2011	Anuvahood
10324	English	2008	Anvil: The Story of Anvil
10325	Hindi	2007	Anwar
10326	Tamil	2010	Anwar
10327	English	1968	Any Body... Any Way
10328	English	1942	Any Bonds Today?
10329	English	1999	Any Given Sunday
10330	English	2000	Any Given Wednesday
10331	English	1949	Any Number Can Play
10332	English	1932	Any Old Port!
10333	English	2012	Any Questions for Ben?
10334	French	2003	Any Way the Wind Blows
10335	English	1966	Any Wednesday
10336	English	1980	Any Which Way You Can
10337	Mandarin	2001	Anyangde guer
10338	English	2003	Anything Else
10339	English	1936	Anything Goes
10340	English	1956	Anything Goes
10341	English	2005	Anytown, USA
10342	English	1999	Anywhere But Here
10343	Spanish	2008	Anywhere, USA
10344	Hungarian	2000	Anyád! A szúnyogok
10345	\N	1926	Anémic cinéma
10346	English	2006	Ao lua ha dong
10347	Japanese	2003	Ao no hono-o
10348	French	2010	Ao, le dernier Néandertal
10349	Japanese	2001	Aoi haru
10350	Japanese	2004	Aoi kuruma
10351	Japanese	2008	Aoi tori
10352	\N	2007	Aoki Ôkami: chi hate umi tsukiru made
10353	Greek	2011	Ap' ta kokala vgalmena
10354	Hungarian	1966	Apa
10355	English	1954	Apache
10356	English	1951	Apache Drums
10357	English	1964	Apache Rifles
10358	English	1965	Apache Uprising
10359	German	1973	Apachen
10360	Hindi	2005	Apaharan
10361	Swedish	2009	Apan
10362	English	1956	Aparajito
10363	Spanish	2007	Aparecidos
10364	English	2002	Aparelho Voador a Baixa Altitude
10365	Spanish	2000	Apariencias
10366	English	2011	Apart
10367	English	1997	Apartheid Slave-Women's Justice
10368	Hebrew	2002	Apartment #5C
10369	Japanese	2007	Apartment 1303
10370	Spanish	1988	Apartment Zero
10371	English	1948	Apartment for Peggy
10372	English	2002	Apasionados
10373	Korean	2006	Apateu
10374	English	1976	Ape
10375	Portuguese	2008	Apenas o Fim
10376	English	1959	Apes of Wrath
10377	Swedish	2011	Apflickorna
10378	French	1982	Aphrodite
10379	Hindi	2006	Apna Sapna Money Money
10380	Hindi	2007	Apne
10381	Russian	1998	Apo tin akri tis polis
10382	Romanian	1995	Apocalipsa dupa Cioran
10383	Khmer	1979	Apocalypse Now
10384	English	2005	Apocalypse and the Beauty Queen
10385	Italian	1980	Apocalypse domani
10386	Maya	2006	Apocalypto
10387	English	1995	Apollo 13
10388	English	2011	Apollo 18
10389	Greek	1996	Apontes
10390	Tamil	1975	Apoorva Raagangal
10391	Tamil	1989	Apoorva Sagodharargal
10392	Spanish	2008	Appaloosa
10393	Spanish	2009	Appelsinpiken
10394	\N	1998	Appetite
10395	Danish	2009	Applaus
10396	English	1929	Applause
10397	\N	2003	Apple Jack
10398	English	1953	Appointment in Honduras
10399	English	1953	Appointment in London
10400	English	1951	Appointment with Danger
10401	English	1988	Appointment with Death
10402	English	1985	Appointment with Fear
10403	English	1951	Appointment with Venus
10404	English	1950	Appreciating Your Parents
10405	English	1988	Apprentice to Murder
10406	Italian	1970	Appunti per un'Orestiade africana
10407	Japanese	2004	Appurushîdo
10408	English	2009	Apricot
10409	English	1924	April Fool
10410	English	1986	April Fool's Day
10411	English	1957	April Love
10412	English	1948	April Showers
10413	English	2009	April Showers
10414	French	1952	April in Paris
10415	English	2003	April's Shower
10416	Italian	1998	Aprile
10417	\N	1961	Aprili
10418	Italian	2002	Aprimi il cuore
10419	French	1992	Après l'amour
10420	French	1989	Après la guerre
10421	French	2002	Après la vie
10422	\N	1897	Après le bal
10423	French	2007	Après lui
10424	French	2003	Après vous...
10425	Serbian	2001	Apsolutnih sto
10426	German	1998	Apt Pupil
10427	Bengali	1959	Apur Sansar
10428	Hungarian	2003	Apám beájulna
10429	English	2007	Aqua Teen Hunger Force Colon Movie Film for Theaters
10430	English	1961	Aquamania
10431	English	2006	Aquamarine
10432	English	2003	Aquanoids
10433	Portuguese	1942	Aquarela do Brasil
10434	English	2007	Aquarium
10435	English	1955	Aquatic Wizards
10436	Spanish	1995	Aquel ritmillo
10437	English	2008	Aquele Querido Mês de Agosto
10438	Spanish	2011	Aquí Entre Nos
10439	Spanish	1990	Aquí huele a muerto... (¡pues yo no he sido!)
10440	Spanish	1996	Aquí llega Condemor, el pecador de la pradera
10441	Persian	2005	Aqvariom
10442	Turkish	2008	Ara
10443	Turkish	1989	Arabesk
10444	English	1966	Arabesque
10445	English	1979	Arabian Adventure
10446	English	1942	Arabian Nights
10447	Malayalam	2007	Arabikkatha
10448	Japanese	2001	Araburu tamashii-tachi
10449	English	2001	Arachnid
10450	Spanish	1990	Arachnophobia
10451	Georgian	1968	Arachveulebrivi gamopena
10452	Hindi	1969	Aradhana
10453	Turkish	2006	Araf
10454	Japanese	2003	Aragami
10455	Korean	2004	Arahan jangpung daejakjeon
10456	English	2004	Arakimentari
10457	Armenian	2002	Aram
10458	Korean	2006	Arang
10459	English	1970	Aranyer Din Ratri
10460	Turkish	2002	Ararat
10461	Japanese	2005	Arashi no yoru ni
10462	Tamil	2012	Aravaan
10463	Spanish	1959	Araya
10464	English	2012	Arbitrage
10465	English	2006	Arc
10466	German	1948	Arch of Triumph
10467	English	1991	Archangel
10468	English	2011	Archetype
10469	French	1959	Archimède, le clochard
10470	English	2010	Archipelago
10471	English	2000	Architecture of Reassurance
10472	English	2010	Arctic Blast
10473	English	1993	Arctic Blue
10474	English	2008	Arctic Monkeys at the Apollo
10475		2007	Arctic Tale
10476	Arabic	1999	Ard al-Khof
10477	Marathi	1983	Ardh Satya
10478	English	1918	Are Crooks Dishonest?
10479	English	2007	Are We Done Yet?
10480	English	1993	Are We Still Married
10481	English	2005	Are We There Yet?
10482	English	1977	Are You Being Served?
10483	English	1932	Are You Listening?
10484	English	2007	Are You Ready for Love?
10485	English	1950	Are You Ready for Marriage?
10486	English	2005	Are You the Favorite Person of Anybody?
10487	Portuguese	2011	Area Q.
10488	English	1953	Arena
10489	English	1989	Arena
10490	Korean	1998	Areumdawoon sheejul
10491	Spanish	2007	Argentina latente
10492	Latin	2004	Argo
10493	English	2012	Argo
10494	English	1987	Aria
10495	Finnish	1988	Ariel
10496	Japanese	1936	Arigatô-san
10497	Turkish	1970	Arim, balim, petegim
10498	Tamil	2005	Arindhum Ariyamalum
10499	Japanese	1986	Arion
10500	Korean	2011	Arirang
10501	Arabic	2004	Aris min geha amneya
10502	Indonesian	2003	Arisan!
10503	Spanish	1940	Arise, My Love
10504	English	1931	Arizona
10505	Spanish	1940	Arizona
10506	French	1966	Arizona Colt
10507	English	1993	Arizona Dream
10508	English	1965	Arizona Raiders
10509	English	2008	Arizona Sky
10510	English	2004	Arizona Summer
10511	Hindi	1985	Arjun
10512	Telugu	2004	Arjun
10513	Hindi	1999	Arjun Pandit
10514	Hindi	2012	Arjun: The Warrior Prince
10515		2005	Ark
10516	None	2007	Arka
10517	Turkish	1975	Arkadas
10518	Turkish	1982	Arkadasim
10519	Turkish	1988	Arkadasim seytan
10520	English	2009	Arlen Faber
10521	English	1997	Arlette
10522	English	1999	Arlington Road
10523	Hindi	2003	Armaan
10524	Danish	2010	Armadillo
10525	Russian	1998	Armageddon
10526	French	1977	Armaguedon
10527	English	2004	Armbryterskan från Ensamheten
10528	Norwegian	2011	Arme Riddere
10529	English	1986	Armed Response
10530	English	1986	Armed and Dangerous
10531	English	2011	Armed and Deadly
10532	Croatian	2007	Armin
10533	English	2010	Armless
10534	English	2009	Armored
10535	English	1950	Armored Car Robbery
10536	English	1961	Armored Command
10537	English	1998	Armstrong
10538	Hindi	1996	Army
10539	English	1992	Army of Darkness
10540	Arabic	2008	Arn: Riket vid vägens slut
10541	Latin	2007	Arn: Tempelriddaren
10542	Hebrew	2004	Arna's Children
10543	English	1973	Arnold
10544	\N	1960	Arnulf Rainer
10545	Catalan	2002	Aro Tolbukhin: en la mente del asesino
10546	Persian	1990	Aroos
10547	English	2004	Around the Bend
10548	English	1998	Around the Fire
10549	Turkish	2004	Around the World in 80 Days
10550	French	1956	Around the World in Eighty Days
10551	Persian	2000	Arous-e atash
10552	Persian	1989	Arousi-ye Khouban
10553	English	1982	Arpa colla
10554	Vietnamese	2004	Arpointeu
10555	Spanish	2007	Arranged
10556	Italian	1959	Arrangiatevi!
10557	Italian	1984	Arrapaho
10558	Spanish	1980	Arrebato
10559	English	1939	Arrest Bulldog Drummond
10560	English	2003	Arrested Development
10561	English	2007	Arritmia
10562	Italian	1993	Arriva la bufera
10563	\N	1901	Arrival of McKinley's Funeral Train at Canton, Ohio
10564	Italian	1962	Arrivano i titani
10565	Italian	1957	Arrivederci Roma
10566	Croatian	2006	Arrivederci amore, ciao
10567	English	1954	Arrow in the Dust
10568	English	1953	Arrowhead
10569	Swedish	1931	Arrowsmith
10570	Galician	2011	Arrugas
10571	Spanish	2008	Arráncame la vida
10572	Ukrainian	1929	Arsenal
10573	German	1944	Arsenic and Old Lace
10574	English	1932	Arsène Lupin
10575	French	2004	Arsène Lupin
10576	English	1938	Arsène Lupin Returns
10577	English	2009	Art & Copy
10578	Russian	2004	Art Heist
10579	English	1998	Art House
10580	English	2006	Art School Confidential
10581	English	2008	Arte de Roubar
10582	English	2007	Artefacts
10583		1997	Artemisia
10584	English	1982	Arth
10585	English	1981	Arthur
10586	English	1988	Arthur 2: On the Rocks
10587	English	2011	Arthur Christmas
10588	English	2010	Arthur et la guerre des deux mondes
10589		2009	Arthur et la vengeance de Maltazard
10590		2006	Arthur et les Minimoys
10591	English	2001	Arthur's Dyke
10592	English	1992	Article 99
10593	English	2000	Artie
10594	English	2001	Artificial Intelligence: AI
10595	English	2005	Artificial Lies
10596	Lithuanian	2009	Artimos sviesos
10597	Romanian	1981	Artista, dolarii si Ardelenii
10598	Russian	2007	Artistka
10599	English	1937	Artists & Models
10600	English	1955	Artists and Models
10601	English	2009	Artois the Goat
10602	\N	2003	Artworks
10603	Japanese	1975	Aru eiga-kantoku no shogai
10604	Japanese	1959	Aru kengo no shogai
10605	Japanese	2008	Aruitemo aruitemo
10606	Japanese	2001	Aruku, hito
10607	Tamil	2004	Arul
10608	Tamil	1999	Arunachalam
10609	Telugu	2009	Arundhati
10610	Japanese	1991	Aruslân senki
10611	Norwegian	2003	Arven
10612	Finnish	1982	Arvottomat
10613	Telugu	2004	Arya
10614	English	2009	Arya 2
10615	Hindi	2006	Aryan: Unbreakable
10616	Japanese	2001	Arîte hime
10617	Portuguese	2012	As Aventuras de Agamenon, o Repórter
10618	Portuguese	1999	As Bodas de Deus
10619	English	2010	As Good as Dead
10620	English	1997	As Good as It Gets
10621	English	2000	As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty
10622	Bosnian	2010	As If I Am Not There
10623	Portuguese	2010	As Melhores Coisas do Mundo
10624	Portuguese	2011	As Mães de Chico Xavier
10625	\N	1900	As Seen Through a Telescope
10626	Portuguese	2002	As Três Marias
10627	English	1932	As You Desire Me
10628	English	1936	As You Like It
10629	English	2006	As You Like It
10630	English	1951	As Young as You Feel
10631	Greek	1998	As perimenoun oi gynaikes!
10632	Tamil	2010	Asal
10633	Hindi	2004	Asambhav
10634	Turkish	1999	Asansör
10635	English	2009	Asaruto gâruzu
10636	Persian	2011	Asb heyvan-e najibi ast
10637	Uzbek	2008	Asbe du-pa
10638	German	1958	Ascenseur pour l'échafaud
10639	Spanish	2002	Asesino en serio
10640	Spanish	2000	Asfalto
10641	Arabic	1990	Asfour Stah
10642	English	1973	Ash Wednesday
